T0_true,frac,mcs_ke,comb_ke,mcs_err,comb_err
200.0,0.2,106.54403578150246,67.76702400903957,-93.45596421849754,-132.23297599096043
200.0,0.2,1199.9999648172147,77.18571236268077,999.9999648172147,-122.81428763731923
200.0,0.2,375.37165977746434,74.87318230592584,175.37165977746434,-125.12681769407416
200.0,0.2,811.1580242701937,65.22487319504224,611.1580242701937,-134.77512680495778
200.0,0.2,170.98595532756318,88.77797297771235,-29.014044672436825,-111.22202702228765
200.0,0.2,178.10590672508042,78.59891936881661,-21.894093274919584,-121.40108063118339
200.0,0.2,268.0301729657425,86.60813925911712,68.03017296574251,-113.39186074088288
200.0,0.2,1149.8047986539304,69.73067477111654,949.8047986539304,-130.26932522888347
200.0,0.2,153.7042343747758,81.12483740264032,-46.29576562522419,-118.87516259735968
200.0,0.2,134.3207092957947,72.0291091986891,-65.6792907042053,-127.9708908013109
200.0,0.2,135.01949241295696,80.94248013090977,-64.98050758704304,-119.05751986909023
200.0,0.2,192.94346144655486,64.35133867095797,-7.056538553445137,-135.64866132904203
200.0,0.2,306.12357040506174,83.68791336510078,106.12357040506174,-116.31208663489922
200.0,0.2,1199.999968470743,73.59110872339299,999.9999684707429,-126.40889127660701
200.0,0.2,163.46229141750524,70.03920049645176,-36.53770858249476,-129.96079950354823
200.0,0.2,181.6744875616978,72.30445068400688,-18.325512438302212,-127.69554931599312
200.0,0.2,210.28492265737464,68.82007761328224,10.284922657374636,-131.17992238671775
200.0,0.2,373.22807429584105,79.53919519143197,173.22807429584105,-120.46080480856803
200.0,0.2,1199.9999702293646,83.09834490723483,999.9999702293646,-116.90165509276517
200.0,0.2,142.9514482403362,73.54856846713955,-57.04855175966381,-126.45143153286045
200.0,0.2,164.42634566183472,67.61380925474649,-35.573654338165284,-132.38619074525351
200.0,0.2,1199.9999646463937,82.10849468911748,999.9999646463937,-117.89150531088252
200.0,0.2,116.42564884029716,74.48955726904184,-83.57435115970284,-125.51044273095816
200.0,0.2,192.4263186233497,89.89791103258435,-7.573681376650313,-110.10208896741565
200.0,0.2,157.95830832961752,82.13472200585682,-42.04169167038248,-117.86527799414318
200.0,0.2,357.3606317401047,79.80656107675686,157.36063174010468,-120.19343892324314
200.0,0.2,156.56125754182176,73.69771165708043,-43.43874245817824,-126.30228834291957
200.0,0.2,127.48277874134804,72.76280001752302,-72.51722125865196,-127.23719998247698
200.0,0.2,325.5792285046481,72.95207730014337,125.57922850464809,-127.04792269985663
200.0,0.2,1199.9999786933347,77.03788229702289,999.9999786933347,-122.96211770297711
200.0,0.2,1199.999975589462,82.49989577552327,999.9999755894621,-117.50010422447673
200.0,0.2,166.25443571894078,61.43107304110754,-33.74556428105922,-138.56892695889246
200.0,0.2,515.5179040137349,78.03471642810271,315.5179040137349,-121.96528357189729
200.0,0.2,150.94095906897144,83.6800823358555,-49.05904093102856,-116.3199176641445
200.0,0.2,113.86204792766452,72.31651095769513,-86.13795207233548,-127.68348904230487
200.0,0.2,378.0871771476008,88.66951580667143,178.0871771476008,-111.33048419332857
200.0,0.2,1199.9999665264052,73.09013870879338,999.9999665264052,-126.90986129120662
200.0,0.2,1199.9999655159218,74.06794097015488,999.9999655159218,-125.93205902984512
200.0,0.2,151.42936881015797,76.48997628343498,-48.57063118984203,-123.51002371656502
200.0,0.2,283.7764201537447,83.53025832283814,83.77642015374471,-116.46974167716186
200.0,0.2,133.44081049852025,79.87574793371564,-66.55918950147975,-120.12425206628436
200.0,0.2,164.22141742137416,89.99012726822637,-35.778582578625844,-110.00987273177363
200.0,0.2,108.68709279813037,74.16795875340071,-91.31290720186963,-125.83204124659929
200.0,0.2,241.70923708078078,71.80417327912568,41.70923708078078,-128.19582672087432
200.0,0.2,681.8190292299746,60.56851015573892,481.8190292299746,-139.43148984426108
200.0,0.2,136.6871558831544,68.68748343871215,-63.31284411684561,-131.31251656128785
200.0,0.2,439.7450194207998,83.4731585522604,239.7450194207998,-116.5268414477396
200.0,0.2,194.9225567723441,77.09748491892279,-5.077443227655891,-122.90251508107721
200.0,0.2,177.0300504988763,76.30552271058508,-22.969949501123693,-123.69447728941492
200.0,0.2,1199.9999695656195,71.494010359808,999.9999695656195,-128.505989640192
200.0,0.2,216.70729138177919,64.48751007894533,16.707291381779186,-135.51248992105468
200.0,0.2,246.1182164151139,75.3978812920615,46.11821641511389,-124.6021187079385
200.0,0.2,800.4059358168823,61.861274196029854,600.4059358168823,-138.13872580397015
200.0,0.2,100.61575899647244,78.7424461790645,-99.38424100352756,-121.2575538209355
200.0,0.2,134.40286013839577,69.33041657400756,-65.59713986160423,-130.66958342599244
200.0,0.2,773.1312487671494,65.72015245756917,573.1312487671494,-134.27984754243084
200.0,0.2,1199.9999733959614,87.16182859371077,999.9999733959614,-112.83817140628923
200.0,0.2,245.6145925683943,71.22743896964325,45.6145925683943,-128.77256103035677
200.0,0.2,226.73185602240116,84.31133016071655,26.73185602240116,-115.68866983928345
200.0,0.2,155.1132117208679,71.74756772176869,-44.886788279132105,-128.2524322782313
200.0,0.2,350.72864863015644,63.122212828159576,150.72864863015644,-136.87778717184042
200.0,0.2,134.10684331275706,68.8487305037487,-65.89315668724294,-131.1512694962513
200.0,0.2,150.42483280844414,78.37492785551785,-49.57516719155586,-121.62507214448215
200.0,0.2,158.97311518345873,83.2935517652761,-41.02688481654127,-116.7064482347239
200.0,0.2,189.20622675401688,74.35741066981554,-10.793773245983118,-125.64258933018446
200.0,0.2,164.13422435521898,73.39145613835345,-35.865775644781024,-126.60854386164655
200.0,0.2,173.1204421008011,70.21574284223361,-26.879557899198886,-129.78425715776638
200.0,0.2,1199.9999746540768,72.50663540282082,999.9999746540768,-127.49336459717918
200.0,0.2,127.86531683010448,75.78435913523073,-72.13468316989552,-124.21564086476927
200.0,0.2,106.89053317136214,68.51914817489458,-93.10946682863786,-131.48085182510542
200.0,0.2,1199.9999731427363,59.58629752438115,999.9999731427363,-140.41370247561883
200.0,0.2,132.00932617828212,65.33432711887805,-67.99067382171788,-134.66567288112196
200.0,0.2,220.4456518047495,69.70016287477785,20.445651804749502,-130.29983712522215
200.0,0.2,491.7932889791596,85.97205804597805,291.7932889791596,-114.02794195402195
200.0,0.2,231.07272770580303,88.40359455165937,31.072727705803032,-111.59640544834063
200.0,0.2,167.84694688293433,78.62060523716016,-32.15305311706567,-121.37939476283984
200.0,0.2,1199.999971032449,84.25360195237657,999.9999710324489,-115.74639804762343
200.0,0.2,245.27990733894194,71.65070503155724,45.27990733894194,-128.34929496844276
200.0,0.2,1199.9999747635063,81.01637822664314,999.9999747635063,-118.98362177335686
200.0,0.2,1199.9999763249111,80.21369833439942,999.9999763249111,-119.78630166560058
200.0,0.2,1199.9999725394412,72.02522045683125,999.9999725394412,-127.97477954316875
200.0,0.2,189.51497157378898,73.90025581676844,-10.485028426211016,-126.09974418323156
200.0,0.2,771.6032017235015,77.0542310223466,571.6032017235015,-122.9457689776534
200.0,0.2,96.93471468290024,62.45742159033286,-103.06528531709976,-137.54257840966716
200.0,0.2,273.9106866557678,84.40694686945073,73.91068665576779,-115.59305313054927
200.0,0.2,1199.999964450229,73.08400606249286,999.9999644502291,-126.91599393750714
200.0,0.2,215.84605415145614,78.12231166522871,15.846054151456144,-121.87768833477129
200.0,0.2,148.62414491637696,72.106587496456,-51.37585508362304,-127.893412503544
200.0,0.2,168.85120437427804,73.36950549160204,-31.14879562572196,-126.63049450839796
200.0,0.2,137.2742704920615,71.29326582385227,-62.725729507938496,-128.70673417614773
200.0,0.2,155.4966297047654,65.48369245818158,-44.50337029523459,-134.51630754181843
200.0,0.2,213.78184387108115,71.07845229451102,13.78184387108115,-128.921547705489
200.0,0.2,163.46428244954515,90.95596774984634,-36.53571755045485,-109.04403225015366
200.0,0.2,1199.9999758170193,63.78496214668016,999.9999758170193,-136.21503785331984
200.0,0.2,557.5780986300346,72.75267004657285,357.57809863003456,-127.24732995342715
200.0,0.2,204.05486569726108,76.17188675312723,4.054865697261079,-123.82811324687277
200.0,0.2,428.747601340456,83.61799439440136,228.74760134045601,-116.38200560559864
200.0,0.2,882.3352660227922,82.90853594317522,682.3352660227922,-117.09146405682478
200.0,0.2,318.26859508136585,69.90342549150213,118.26859508136585,-130.09657450849787
200.0,0.2,130.7465232517631,64.79334989147227,-69.25347674823689,-135.20665010852773
200.0,0.2,446.01083551136674,70.8832359777455,246.01083551136674,-129.1167640222545
200.0,0.2,145.05072974499228,80.66910007575736,-54.94927025500772,-119.33089992424264
200.0,0.2,115.6638326004415,72.80425394532661,-84.3361673995585,-127.19574605467339
200.0,0.2,1199.999974231199,79.9434122573008,999.9999742311991,-120.0565877426992
200.0,0.2,203.9442235777997,75.99920655212541,3.944223577799704,-124.00079344787459
200.0,0.2,191.99357006253052,75.15096489953127,-8.006429937469477,-124.84903510046873
200.0,0.2,1055.6683321851012,71.31111918991527,855.6683321851012,-128.68888081008473
200.0,0.2,1199.9999643555504,87.08024720843922,999.9999643555504,-112.91975279156078
200.0,0.2,156.63398121393814,84.47197574776861,-43.36601878606186,-115.52802425223139
200.0,0.2,1172.0042823757506,83.43604889102448,972.0042823757506,-116.56395110897552
200.0,0.2,120.03776931462625,80.1532198140791,-79.96223068537375,-119.8467801859209
200.0,0.2,127.69671012430031,85.87999786705056,-72.30328987569969,-114.12000213294944
200.0,0.2,238.7232939260057,83.47464159524812,38.72329392600571,-116.52535840475188
200.0,0.2,130.7110824804179,73.70601252180694,-69.2889175195821,-126.29398747819306
200.0,0.2,170.56449669159372,79.10170002077462,-29.435503308406282,-120.89829997922538
200.0,0.2,385.9783372106112,75.7023960517963,185.9783372106112,-124.2976039482037
200.0,0.2,127.43205372253331,85.80255242120923,-72.56794627746669,-114.19744757879077
200.0,0.2,118.26437122355304,69.97778405651056,-81.73562877644696,-130.02221594348944
200.0,0.2,557.1727230526366,75.82446662314064,357.17272305263657,-124.17553337685936
200.0,0.2,174.02947662050477,74.9108857419857,-25.970523379495233,-125.0891142580143
200.0,0.2,92.12566366831493,58.02956320690613,-107.87433633168507,-141.97043679309388
200.0,0.2,121.95288876852243,66.81617859763774,-78.04711123147757,-133.18382140236224
200.0,0.2,255.73755640512235,78.46936526766623,55.73755640512235,-121.53063473233377
200.0,0.2,1199.999974344374,69.68818113187288,999.9999743443741,-130.31181886812712
200.0,0.2,385.87406414470416,79.93096509048529,185.87406414470416,-120.06903490951471
200.0,0.2,638.7741307009677,81.92599107084848,438.7741307009677,-118.07400892915152
200.0,0.2,249.50214962445114,71.60496055233591,49.502149624451135,-128.3950394476641
200.0,0.2,162.2136878495053,74.15171296259187,-37.786312150494695,-125.84828703740813
200.0,0.2,151.13655954342886,78.13060805765092,-48.86344045657114,-121.86939194234908
200.0,0.2,272.1942446509884,71.28340648007867,72.19424465098842,-128.71659351992133
200.0,0.2,181.3058417753984,82.40776623470664,-18.69415822460161,-117.59223376529336
200.0,0.2,189.8790623950492,68.21179782982493,-10.120937604950797,-131.78820217017505
200.0,0.2,178.28406421782668,72.53273703837304,-21.715935782173318,-127.46726296162696
200.0,0.2,201.79834903378642,87.27604188756717,1.7983490337864225,-112.72395811243283
200.0,0.2,142.10852513697625,76.36602175278855,-57.891474863023745,-123.63397824721145
200.0,0.2,1199.999972543513,79.65500211299425,999.999972543513,-120.34499788700575
200.0,0.2,121.80521548854955,69.288574394111,-78.19478451145045,-130.71142560588902
200.0,0.2,541.7552830341219,80.76436017716327,341.75528303412193,-119.23563982283673
200.0,0.2,1199.9999643555504,72.53514712873759,999.9999643555504,-127.46485287126241
200.0,0.2,321.15245822595836,73.26821546656592,121.15245822595836,-126.73178453343408
200.0,0.2,129.76550714098613,70.32395570665236,-70.23449285901387,-129.67604429334764
200.0,0.2,221.64938087835165,85.42148727469406,21.64938087835165,-114.57851272530594
200.0,0.2,152.35503964439144,81.59999496635747,-47.64496035560856,-118.40000503364253
200.0,0.2,225.52696626671386,71.61407889834294,25.526966266713856,-128.38592110165706
200.0,0.2,1199.9999754493829,74.817896840054,999.9999754493829,-125.182103159946
200.0,0.2,1199.9999643555504,79.08262606682244,999.9999643555504,-120.91737393317756
200.0,0.2,414.29629110134425,79.53100491385261,214.29629110134425,-120.46899508614739
200.0,0.2,442.0496977237497,75.56898564259342,242.04969772374972,-124.43101435740658
200.0,0.2,94.09345879476237,73.5206833298115,-105.90654120523763,-126.4793166701885
200.0,0.2,1199.9999694263136,80.51151226834915,999.9999694263136,-119.48848773165085
200.0,0.2,136.2450237034242,79.50488303470264,-63.75497629657579,-120.49511696529736
200.0,0.2,150.5243807609341,76.90392150587316,-49.47561923906591,-123.09607849412684
200.0,0.2,159.29599727164458,85.63160228225657,-40.70400272835542,-114.36839771774343
200.0,0.2,330.17568551807204,81.75359004765168,130.17568551807204,-118.24640995234832
200.0,0.2,1199.9999759837112,70.74860796803942,999.9999759837112,-129.25139203196056
200.0,0.2,185.6520012445578,69.92335670958157,-14.347998755442205,-130.07664329041842
200.0,0.2,139.01742324598374,75.55757510718831,-60.982576754016264,-124.44242489281169
200.0,0.2,784.6349212888986,75.43615510109393,584.6349212888986,-124.56384489890607
200.0,0.2,1199.9999748471866,76.6311188984088,999.9999748471866,-123.3688811015912
200.0,0.2,208.43225119553904,80.25428039379271,8.432251195539038,-119.74571960620729
200.0,0.2,108.24663669586145,68.03870124056947,-91.75336330413855,-131.96129875943052
200.0,0.2,1199.999973016429,73.86395956743117,999.9999730164291,-126.13604043256883
200.0,0.2,289.10018422727006,62.48293208107501,89.10018422727006,-137.517067918925
200.0,0.2,1199.9999757307482,78.78122647569805,999.9999757307482,-121.21877352430195
200.0,0.2,1199.9999754477326,68.34738569053813,999.9999754477326,-131.65261430946185
200.0,0.2,175.90830754276135,82.19093558453802,-24.09169245723865,-117.80906441546198
200.0,0.2,1065.748199566844,62.26617787406129,865.748199566844,-137.7338221259387
200.0,0.2,1199.9999701375218,84.69556363283506,999.9999701375218,-115.30443636716494
200.0,0.2,129.45509277273385,73.13678904220961,-70.54490722726615,-126.86321095779039
200.0,0.2,133.29711068096196,83.92472540816769,-66.70288931903804,-116.07527459183231
200.0,0.2,1199.999974296029,91.87824222060512,999.999974296029,-108.12175777939488
200.0,0.2,1199.9999727178515,66.84092189044416,999.9999727178515,-133.15907810955582
200.0,0.2,705.3313078484726,82.1183856106949,505.33130784847265,-117.8816143893051
200.0,0.2,286.7624302337387,81.26140287424916,86.76243023373871,-118.73859712575084
200.0,0.2,406.44069036242865,81.2458094009637,206.44069036242865,-118.7541905990363
200.0,0.2,219.38379290019833,72.67911738079127,19.38379290019833,-127.32088261920873
200.0,0.2,207.27415727498186,90.68731303357278,7.27415727498186,-109.31268696642722
200.0,0.2,291.23683023755575,71.66957141785653,91.23683023755575,-128.33042858214347
200.0,0.2,1199.9999757064604,70.01821918065646,999.9999757064604,-129.98178081934356
200.0,0.2,164.78494948993506,78.59283483445068,-35.21505051006494,-121.40716516554932
200.0,0.2,129.9893803668431,71.07645685321485,-70.01061963315689,-128.92354314678516
200.0,0.2,479.2363283305665,71.60326513969795,279.2363283305665,-128.39673486030205
200.0,0.2,160.27583238081334,58.505832369426,-39.72416761918666,-141.494167630574
200.0,0.2,1199.9999686602591,84.80643961882134,999.9999686602591,-115.19356038117866
200.0,0.2,162.23260137364153,77.83517096192116,-37.76739862635847,-122.16482903807884
200.0,0.2,517.6002199067482,73.6637524550669,317.6002199067482,-126.3362475449331
200.0,0.2,131.49362180332372,78.03734875995664,-68.50637819667628,-121.96265124004336
200.0,0.2,191.1972977340304,86.20056704315937,-8.8027022659696,-113.79943295684063
200.0,0.2,118.55419544498392,66.42539000507401,-81.44580455501608,-133.574609994926
200.0,0.2,1199.9999655510976,71.61207465720999,999.9999655510976,-128.38792534279003
200.0,0.2,237.08205287038425,66.78811092943454,37.082052870384246,-133.21188907056546
200.0,0.2,163.32973001158618,87.7650746085333,-36.67026998841382,-112.2349253914667
200.0,0.2,1199.9999744950414,78.57998928139851,999.9999744950414,-121.42001071860149
200.0,0.2,230.41452337205573,70.34127149008266,30.414523372055726,-129.65872850991735
200.0,0.2,265.47816393225565,71.59791318591557,65.47816393225565,-128.40208681408444
200.0,0.2,133.72532320764054,71.9227715945083,-66.27467679235946,-128.0772284054917
200.0,0.2,1199.9999768650632,82.87333896043597,999.9999768650632,-117.12666103956403
200.0,0.2,202.56256511667718,89.43630178664101,2.5625651166771775,-110.56369821335899
200.0,0.2,111.13054157359511,79.79465188805052,-88.86945842640489,-120.20534811194948
200.0,0.2,354.78961974197057,68.25960310527195,154.78961974197057,-131.74039689472806
200.0,0.2,190.35747794651508,63.769342427428775,-9.642522053484925,-136.23065757257123
200.0,0.2,149.59274831823845,73.23809094020677,-50.40725168176155,-126.76190905979323
200.0,0.2,1199.9999719916157,83.55912126404343,999.9999719916157,-116.44087873595657
200.0,0.2,285.9332057113177,94.55810334347225,85.93320571131773,-105.44189665652775
200.0,0.2,214.48497048844746,86.36126312598604,14.484970488447459,-113.63873687401396
200.0,0.2,174.24735829280883,82.64882610466151,-25.752641707191174,-117.35117389533849
200.0,0.2,1199.9999680268556,73.58966478627217,999.9999680268556,-126.41033521372783
200.0,0.2,211.13745362922558,85.2009637033692,11.137453629225575,-114.7990362966308
200.0,0.2,597.0182414587251,73.72000109102854,397.01824145872513,-126.27999890897146
200.0,0.2,105.08059513202431,69.14148349123978,-94.91940486797569,-130.8585165087602
200.0,0.2,1199.999970253447,80.36806759374336,999.9999702534469,-119.63193240625664
200.0,0.2,389.9151580315224,63.291702133541826,189.91515803152242,-136.70829786645817
200.0,0.2,469.8141797203219,62.507006100306874,269.8141797203219,-137.49299389969312
200.0,0.2,153.32465685186273,78.29391526542595,-46.67534314813727,-121.70608473457405
200.0,0.2,154.17652307157974,80.08170130697133,-45.82347692842026,-119.91829869302867
200.0,0.2,203.6985437347714,71.14744850995858,3.698543734771391,-128.85255149004144
200.0,0.2,1199.99997227309,90.17377246194187,999.99997227309,-109.82622753805813
200.0,0.2,1199.999965406361,86.17429303199272,999.9999654063611,-113.82570696800728
200.0,0.2,92.61680666830398,83.2063860974111,-107.38319333169602,-116.7936139025889
200.0,0.2,124.64053237960982,77.85137630906853,-75.35946762039018,-122.14862369093147
200.0,0.2,1199.9999713404707,76.07552977124442,999.9999713404707,-123.92447022875558
200.0,0.2,806.4589571554752,89.87340428705377,606.4589571554752,-110.12659571294623
200.0,0.2,170.58788922827046,66.48972567131246,-29.412110771729544,-133.51027432868756
200.0,0.2,264.8179449585015,83.8339947438436,64.81794495850153,-116.1660052561564
200.0,0.2,168.26112168591052,73.60175192540771,-31.738878314089476,-126.39824807459229
200.0,0.2,1199.9999654634819,67.35651760563778,999.9999654634819,-132.64348239436222
200.0,0.2,1199.999967099572,94.36062403407233,999.9999670995719,-105.63937596592767
200.0,0.2,308.60167629469527,72.41827343254292,108.60167629469527,-127.58172656745708
200.0,0.2,258.67662275720727,65.51048315534449,58.67662275720727,-134.4895168446555
200.0,0.2,1199.9999676258803,81.7800440113041,999.9999676258803,-118.2199559886959
200.0,0.2,188.46988979901056,74.3742509724749,-11.53011020098944,-125.6257490275251
200.0,0.2,290.00711447060627,79.52483952387516,90.00711447060627,-120.47516047612484
200.0,0.2,186.64407452188397,78.57307235248712,-13.355925478116035,-121.42692764751288
200.0,0.2,357.0333481901317,76.04542840558555,157.03334819013168,-123.95457159441445
200.0,0.2,1199.9999691605667,77.32144522732847,999.9999691605667,-122.67855477267153
200.0,0.2,203.3594911941207,87.55002881991066,3.359491194120693,-112.44997118008934
200.0,0.2,202.95593173788504,76.13141865022949,2.955931737885038,-123.86858134977051
200.0,0.2,253.3567677034036,64.89496424720345,53.35676770340359,-135.10503575279654
200.0,0.2,198.99640855309795,80.64284792874415,-1.0035914469020497,-119.35715207125585
200.0,0.2,192.79035828798817,89.42278638716593,-7.20964171201183,-110.57721361283407
200.0,0.2,257.53056175370193,71.38650520803331,57.53056175370193,-128.61349479196667
200.0,0.2,138.0357791585346,78.7582947426813,-61.96422084146539,-121.2417052573187
200.0,0.2,200.817831289398,67.47192972603573,0.8178312893979864,-132.52807027396426
200.0,0.2,135.99533060251375,73.00323201191547,-64.00466939748625,-126.99676798808453
200.0,0.4,213.14813938454017,122.61291661174312,13.148139384540173,-77.38708338825688
200.0,0.4,209.25836853058146,132.60392790259138,9.258368530581464,-67.39607209740862
200.0,0.4,228.87613610719478,127.46138237444433,28.87613610719478,-72.53861762555567
200.0,0.4,1199.9999704273316,133.33041295799416,999.9999704273316,-66.66958704200584
200.0,0.4,248.09660298626295,130.0871957255315,48.09660298626295,-69.9128042744685
200.0,0.4,152.59761101195735,117.71175313752819,-47.402388988042645,-82.28824686247181
200.0,0.4,286.2685669528233,125.31234931561013,86.26856695282328,-74.68765068438987
200.0,0.4,174.18468824259253,119.98164624593275,-25.81531175740747,-80.01835375406725
200.0,0.4,154.27384980217627,124.54097457163977,-45.72615019782373,-75.45902542836023
200.0,0.4,276.65087947434415,129.8002065997761,76.65087947434415,-70.19979340022391
200.0,0.4,217.72247871751813,117.29811078679303,17.72247871751813,-82.70188921320697
200.0,0.4,1199.9999643555504,127.97237946766909,999.9999643555504,-72.02762053233091
200.0,0.4,374.46789054020735,135.6063110345532,174.46789054020735,-64.39368896544681
200.0,0.4,208.49481317976958,122.8119183794884,8.49481317976958,-77.1880816205116
200.0,0.4,201.07629261789947,135.35564309681524,1.076292617899469,-64.64435690318476
200.0,0.4,792.4032361134639,137.83575770537064,592.4032361134639,-62.16424229462936
200.0,0.4,280.45136729749544,124.84516163598025,80.45136729749544,-75.15483836401975
200.0,0.4,1199.9999677112462,127.52139599349724,999.9999677112462,-72.47860400650276
200.0,0.4,127.98121380592526,117.24513406012292,-72.01878619407474,-82.75486593987708
200.0,0.4,357.4890374717096,126.48079901622037,157.4890374717096,-73.51920098377963
200.0,0.4,209.26606083806857,124.44390696251472,9.266060838068569,-75.55609303748528
200.0,0.4,182.46917912666808,113.57378163805876,-17.53082087333192,-86.42621836194124
200.0,0.4,168.51614394213388,111.15096096923,-31.48385605786612,-88.84903903077
200.0,0.4,183.0416715322548,118.02670287984529,-16.95832846774519,-81.97329712015471
200.0,0.4,162.7563911324259,124.01063939590499,-37.243608867574096,-75.98936060409501
200.0,0.4,182.64397180310954,132.50210176707657,-17.356028196890463,-67.49789823292343
200.0,0.4,232.316332211311,120.73326199634428,32.31633221131099,-79.26673800365572
200.0,0.4,139.04475595195694,116.85997990207464,-60.955244048043056,-83.14002009792536
200.0,0.4,1199.9999643555504,132.6294077885129,999.9999643555504,-67.3705922114871
200.0,0.4,196.1270614409517,121.48512140906531,-3.8729385590482934,-78.51487859093469
200.0,0.4,455.7620933540774,130.6077633949721,255.76209335407742,-69.3922366050279
200.0,0.4,364.5872488491318,126.48339628059169,164.5872488491318,-73.51660371940831
200.0,0.4,145.37812636014394,123.62070725881908,-54.62187363985606,-76.37929274118092
200.0,0.4,226.332257061875,130.45089220870977,26.332257061874998,-69.54910779129023
200.0,0.4,214.19412712844655,129.91250340278185,14.194127128446553,-70.08749659721815
